supplier_id,supplier_name,category,region,on_time_delivery_pct,quality_score,cost_variance_pct,avg_lead_time_days,defect_rate_pct,compliance_score,risk_score,total_orders,avg_order_value_usd,late_deliveries,contract_breach_count,supplier_performance_score,supplier_segment
SUP1971,Supplier_971,Chemicals,Middle East,62.64,82.54,9.97,12.5,3.54,88.16,9.57,438,149867.2,35,3,76.55,Preferred
SUP1972,Supplier_972,Chemicals,APAC,73.95,92.15,13.32,19.3,2.67,97.83,91.46,379,180472.17,3,4,70.81,Preferred
SUP1973,Supplier_973,Chemicals,India,64.44,65.49,-9.5,26.2,4.17,76.36,9.1,236,164588.52,46,4,70.55,Preferred
SUP1974,Supplier_974,Mechanical Parts,APAC,92.33,83.23,-6.16,56.9,4.69,86.48,64.82,202,198123.01,14,0,75.6,Preferred
SUP1975,Supplier_975,Mechanical Parts,Europe,97.91,80.22,12.15,38.6,0.07,78.59,41.32,312,42473.68,31,1,81.41,Preferred
SUP1976,Supplier_976,Chemicals,Middle East,62.89,65.76,1.46,50.9,6.09,85.22,40.56,323,21915.81,17,3,67.33,Approved
SUP1977,Supplier_977,Electronics,North America,98.2,84.96,4.11,44.1,5.7,77.98,67.96,398,70715.54,13,4,75.36,Preferred
SUP1978,Supplier_978,Packaging,APAC,80.9,70.95,6.58,11.2,2.93,67.55,6.71,386,30155.81,0,1,77.18,Preferred
SUP1979,Supplier_979,Packaging,Europe,71.98,79.51,6.98,45.5,0.42,80.32,59.37,470,107010.37,41,1,73.5,Preferred
SUP1980,Supplier_980,Packaging,North America,63.07,63.29,13.29,20.1,6.04,81.14,77.2,127,128440.64,19,0,57.15,Approved
SUP1981,Supplier_981,Mechanical Parts,North America,80.02,78.38,14.92,40.2,7.64,92.42,82.82,14,117766.28,9,1,63.92,Approved
SUP1982,Supplier_982,Mechanical Parts,APAC,91.78,72.26,8.0,23.8,1.92,89.42,17.05,453,55551.83,9,1,82.55,Preferred
SUP1983,Supplier_983,Electronics,India,88.28,92.9,-2.82,59.9,2.59,86.55,89.74,361,182220.69,23,2,76.38,Preferred
SUP1984,Supplier_984,Packaging,APAC,62.01,62.28,11.99,19.5,1.47,64.54,65.61,252,9128.61,33,0,60.84,Approved
SUP1985,Supplier_985,Packaging,Europe,62.92,76.74,-8.77,20.4,4.62,88.82,88.19,30,72862.6,27,0,62.76,Approved
SUP1986,Supplier_986,Chemicals,North America,76.11,78.34,-4.22,56.2,1.24,80.01,48.53,161,145203.53,26,3,75.83,Preferred
SUP1987,Supplier_987,Mechanical Parts,APAC,71.81,89.0,12.43,6.4,2.85,95.76,54.2,137,154551.14,39,1,74.86,Preferred
SUP1988,Supplier_988,Packaging,India,69.3,82.97,-3.6,43.3,5.58,96.79,91.9,133,86143.12,0,3,67.14,Approved
SUP1989,Supplier_989,Electronics,APAC,71.24,86.69,-4.48,44.9,4.48,62.21,89.99,155,8297.41,32,4,64.49,Approved
SUP1990,Supplier_990,Electronics,Middle East,92.14,91.08,-6.55,51.0,3.09,92.83,44.82,286,125518.52,3,1,82.95,Preferred
SUP1991,Supplier_991,Packaging,India,97.17,94.49,11.48,58.6,3.36,61.51,27.44,319,17303.46,6,4,81.22,Preferred
SUP1992,Supplier_992,Mechanical Parts,Europe,76.2,72.56,2.5,58.7,4.5,74.69,39.32,403,26031.88,8,2,72.25,Preferred
SUP1993,Supplier_993,Electronics,North America,96.24,81.52,6.87,8.6,0.05,81.69,38.78,161,131798.89,15,1,83.77,Preferred
SUP1994,Supplier_994,Chemicals,APAC,72.86,93.6,-4.02,50.2,0.63,65.92,28.69,369,65935.22,4,3,80.36,Preferred
SUP1995,Supplier_995,Electronics,India,79.06,99.58,8.95,40.5,7.05,89.85,26.86,120,72865.88,33,3,79.37,Preferred
SUP1996,Supplier_996,Raw Materials,Middle East,69.04,95.58,9.0,40.6,0.62,60.33,86.11,478,99927.38,22,1,68.97,Approved
SUP1997,Supplier_997,Raw Materials,India,85.62,74.86,-2.19,12.1,5.65,66.74,6.99,482,195822.79,42,3,77.78,Preferred
SUP1998,Supplier_998,Mechanical Parts,Middle East,99.16,67.81,0.27,40.8,7.36,83.23,67.76,125,193261.23,49,1,71.62,Preferred
SUP1999,Supplier_999,Packaging,Europe,84.14,79.58,-4.76,59.0,2.17,88.58,17.28,197,86170.89,24,0,83.03,Preferred
